"Wilshire 5000 (Full Cap) Total Market",""
"Index Dates","Period Return","Index Values"
"20050222","-1.49","40.6012400"
"20050223","0.53","40.8150120"
"20050224","0.82","41.1484380"
"20050225","0.99","41.5573500"
"20050228","-0.59","41.3121150"
"20050301","0.58","41.5502850"
"20050302","0.00","41.5494150"
"20050303","0.02","41.5597170"
"20050304","0.92","41.9404620"
"20050307","0.28","42.0579300"
"20050308","-0.53","41.8344260"
"20050309","-1.01","41.4127450"
"20050310","0.04","41.4308350"
"20050311","-0.56","41.1987500"
"20050314","0.62","41.4559050"
"20050315","-0.65","41.1848030"
"20050316","-0.82","40.8470130"
"20050317","0.22","40.9385480"
"20050318","-0.13","40.8847310"
"20050321","-0.39","40.7239300"
"20050322","-0.90","40.3560270"
"20050323","-0.16","40.2933910"
"20050324","0.02","40.3009920"
"20050328","0.15","40.3625490"
"20050329","-0.84","40.0243260"
"20050330","1.36","40.5680370"
"20050331","0.03","40.5817380"
"20050401","-0.60","40.3399890"
"20050404","0.27","40.4490170"
"20050405","0.41","40.6145190"
"20050406","0.23","40.7098580"
"20050407","0.57","40.9413080"
"20050408","-0.87","40.5835590"
"20050411","-0.06","40.5578320"
"20050412","0.57","40.7897500"
"20050413","-1.20","40.3016150"
"20050414","-1.08","39.8659990"
"20050415","-1.58","39.2378840"
"20050418","0.32","39.3615950"
"20050419","0.76","39.6609800"
"20050420","-1.31","39.1395220"
"20050421","1.90","39.8820410"
"20050422","-0.81","39.5581600"
"20050425","0.97","39.9418240"
"20050426","-0.87","39.5939340"
"20050427","0.30","39.7112980"
"20050428","-1.15","39.2536710"
"20050429","1.05","39.6663790"
"20050502","0.52","39.8723180"
"20050503","-0.05","39.8515170"
"20050504","1.30","40.3682290"
"20050505","-0.17","40.2999830"
"20050506","-0.03","40.2895750"
"20050509","0.64","40.5479580"
"20050510","-1.00","40.1419200"
"20050511","0.40","40.3043530"
"20050512","-1.03","39.8898540"
"20050513","-0.49","39.6931270"
"20050516","1.04","40.1071430"
"20050517","0.68","40.3787810"
"20050518","1.16","40.8453710"
"20050519","0.49","41.0439240"
"20050520","-0.11","40.9984770"
"20050523","0.45","41.1820340"
"20050524","0.04","41.1970640"
"20050525","-0.43","41.0186330"
"20050526","0.72","41.3142160"
"20050527","0.20","41.3974590"
"20050531","-0.44","41.2139960"
"20050601","0.93","41.5972320"
"20050602","0.24","41.6955280"
"20050603","-0.66","41.4223420"
"20050606","0.18","41.4973840"
"20050607","-0.01","41.4951830"
"20050608","-0.26","41.3868730"
"20050609","0.58","41.6289690"
"20050610","-0.20","41.5454140"
"20050613","0.29","41.6659030"
"20050614","0.33","41.8039110"
"20050615","0.23","41.8988150"
"20050616","0.47","42.0976300"
"20050617","0.38","42.2591060"
"20050620","-0.06","42.2332260"
"20050621","-0.20","42.1507440"
"20050622","0.07","42.1799410"
"20050623","-1.03","41.7469470"
"20050624","-0.70","41.4556760"
"20050627","-0.06","41.4327180"
"20050628","1.03","41.8584510"
"20050629","-0.07","41.8312060"
"20050630","-0.59","41.5848630"
"20050701","0.34","41.7271600"
"20050705","0.94","42.1199800"
"20050706","-0.72","41.8168270"
"20050707","0.27","41.9309030"
"20050708","1.21","42.4362430"
"20050711","0.71","42.7356890"
"20050712","0.22","42.8275780"
"20050713","0.01","42.8336730"
"20050714","0.09","42.8739360"
"20050715","0.13","42.9310950"
"20050718","-0.51","42.7103830"
"20050719","0.78","43.0452170"
"20050720","0.55","43.2835370"
"20050721","-0.74","42.9643310"
"20050722","0.61","43.2258020"
"20050725","-0.44","43.0368670"
"20050726","0.23","43.1354830"
"20050727","0.42","43.3168970"
"20050728","0.68","43.6105890"
"20050729","-0.65","43.3256290"
"20050801","0.16","43.3956520"
"20050802","0.72","43.7087450"
"20050803","-0.01","43.7026910"
"20050804","-0.81","43.3474740"
"20050805","-0.85","42.9782360"
"20050808","-0.36","42.8219370"
"20050809","0.56","43.0604820"
"20050810","-0.10","43.0173270"
"20050811","0.72","43.3274680"
"20050812","-0.55","43.0907780"
"20050815","0.30","43.2211030"
"20050816","-1.17","42.7138230"
"20050817","0.04","42.7292050"
"20050818","-0.15","42.6672470"
"20050819","0.09","42.7037760"
"20050822","0.21","42.7924450"
"20050823","-0.28","42.6745590"
"20050824","-0.51","42.4558460"
"20050825","0.22","42.5511130"
"20050826","-0.67","42.2676580"
"20050829","0.64","42.5380740"
"20050830","-0.28","42.4179450"
"20050831","1.14","42.9011930"
"20050901","0.14","42.9600030"
"20050902","-0.36","42.8067710"
"20050906","1.24","43.3377960"
"20050907","0.30","43.4660440"
"20050908","-0.39","43.2983110"
"20050909","0.74","43.6183380"
"20050912","0.00","43.6191740"
"20050913","-0.75","43.2938520"
"20050914","-0.42","43.1137410"
"20050915","0.01","43.1178360"
"20050916","0.69","43.4157660"
"20050919","-0.52","43.1919610"
"20050920","-0.77","42.8594270"
"20050921","-1.03","42.4191570"
"20050922","0.31","42.5489710"
"20050923","0.17","42.6194060"
"20050926","0.15","42.6851840"
"20050927","-0.02","42.6760730"
"20050928","0.06","42.7002370"
"20050929","0.93","43.0985190"
"20050930","0.24","43.2032640"
"20051003","0.00","43.2040010"
"20051004","-0.98","42.7816410"
"20051005","-1.62","42.0904840"
"20051006","-0.53","41.8655670"
"20051007","0.42","42.0410050"
"20051010","-0.72","41.7370060"
"20051011","-0.31","41.6084050"
"20051012","-0.80","41.2752610"
"20051013","-0.09","41.2368330"
"20051014","0.96","41.6342430"
"20051017","0.31","41.7641650"
"20051018","-1.04","41.3310830"
"20051019","1.46","41.9331880"
"20051020","-1.43","41.3343200"
"20051021","0.37","41.4878660"
"20051024","1.72","42.2014460"
"20051025","-0.27","42.0888000"
"20051026","-0.45","41.8985710"
"20051027","-1.24","41.3806220"
"20051028","1.60","42.0437530"
"20051031","0.97","42.4517810"
"20051101","-0.27","42.3375260"
"20051102","1.15","42.8265010"
"20051103","0.44","43.0147910"
"20051104","0.01","43.0198210"
"20051107","0.27","43.1358830"
"20051108","-0.35","42.9843350"
"20051109","0.19","43.0667830"
"20051110","0.82","43.4188540"
"20051111","0.31","43.5522930"
"20051114","-0.07","43.5227990"
"20051115","-0.48","43.3145350"
"20051116","0.14","43.3736740"
"20051117","1.09","43.8470150"
"20051118","0.43","44.0370350"
"20051121","0.60","44.3031000"
"20051122","0.53","44.5393550"
"20051123","0.34","44.6903800"
"20051125","0.19","44.7741750"
"20051128","-1.00","44.3249230"
"20051129","0.03","44.3394140"
"20051130","-0.40","44.1611980"
"20051201","1.30","44.7370920"
"20051202","0.06","44.7643190"
"20051205","-0.31","44.6241370"
"20051206","0.12","44.6778620"
"20051207","-0.47","44.4694050"
"20051208","0.00","44.4710440"
"20051209","0.28","44.5952560"
"20051212","0.12","44.6475620"
"20051213","0.44","44.8434460"
"20051214","0.37","45.0089980"
"20051215","-0.24","44.9017410"
"20051216","-0.28","44.7766450"
"20051219","-0.73","44.4479350"
"20051220","0.03","44.4591490"
"20051221","0.35","44.6153780"
"20051222","0.48","44.8288490"
"20051223","0.10","44.8737920"
"20051227","-0.99","44.4312650"
"20051228","0.22","44.5295720"
"20051229","-0.26","44.4123430"
"20051230","-0.47","44.2041030"
"20060103","1.57","44.8973310"
"20060104","0.48","45.1145810"
"20060105","0.05","45.1374510"
"20060106","0.97","45.5760010"
"20060109","0.48","45.7926850"
"20060110","0.09","45.8360620"
"20060111","0.29","45.9705690"
"20060112","-0.63","45.6791350"
"20060113","0.12","45.7360190"
"20060117","-0.37","45.5677620"
"20060118","-0.35","45.4105450"
"20060119","0.69","45.7217670"
"20060120","-1.73","44.9298710"
"20060123","0.23","45.0338560"
"20060124","0.45","45.2378720"
"20060125","-0.23","45.1343300"
"20060126","0.80","45.4956770"
"20060127","0.70","45.8159360"
"20060130","0.13","45.8747030"
"20060131","-0.20","45.7837980"
"20060201","0.11","45.8320080"
"20060202","-0.86","45.4395200"
"20060203","-0.50","45.2137220"
"20060206","0.16","45.2844460"
"20060207","-0.94","44.8569020"
"20060208","0.75","45.1934400"
"20060209","-0.18","45.1099910"
"20060210","0.18","45.1891040"
"20060213","-0.45","44.9850170"
"20060214","0.97","45.4204080"
"20060215","0.42","45.6099810"
"20060216","0.78","45.9661070"
"20060217","-0.12","45.9097690"
"20060221","-0.33","45.7589620"
"20060222","0.74","46.0958370"
"20060223","-0.26","45.9743150"
"20060224","0.20","46.0661880"
"20060227","0.39","46.2478320"
"20060228","-1.05","45.7608810"
"20060301","0.91","46.1795530"
"20060302","-0.11","46.1281910"
"20060303","-0.14","46.0638860"
"20060306","-0.71","45.7389180"
"20060307","-0.42","45.5472420"
"20060308","0.15","45.6152460"
"20060309","-0.45","45.4117140"
"20060310","0.71","45.7340810"
"20060313","0.23","45.8399050"
"20060314","1.03","46.3141940"
"20060315","0.50","46.5435210"
"20060316","0.15","46.6142850"
"20060317","0.20","46.7091300"
"20060320","-0.10","46.6601710"
"20060321","-0.68","46.3446560"
"20060322","0.63","46.6350310"
"20060323","-0.15","46.5659400"
"20060324","0.23","46.6750460"
"20060327","-0.07","46.6441600"
"20060328","-0.53","46.3978500"
"20060329","0.91","46.8214370"
"20060330","-0.16","46.7480370"
"20060331","-0.21","46.6487580"
"20060403","0.05","46.6721470"
"20060404","0.55","46.9294960"
"20060405","0.45","47.1426950"
"20060406","-0.13","47.0817590"
"20060407","-1.01","46.6085020"
"20060410","-0.02","46.6011860"
"20060411","-0.83","46.2166310"
"20060412","0.18","46.3008820"
"20060413","0.12","46.3555840"
"20060417","-0.24","46.2451960"
"20060418","1.75","47.0536090"
"20060419","0.39","47.2377190"
"20060420","0.02","47.2494680"
"20060421","-0.04","47.2313790"
"20060424","-0.29","47.0947720"
"20060425","-0.43","46.8929680"
"20060426","0.21","46.9893850"
"20060427","0.24","47.1002840"
"20060428","0.09","47.1435490"
"20060501","-0.37","46.9679650"
"20060502","0.55","47.2258780"
"20060503","-0.29","47.0906630"
"20060504","0.42","47.2870970"
"20060505","1.05","47.7814070"
"20060508","-0.01","47.7773220"
"20060509","0.01","47.7837530"
"20060510","-0.16","47.7056590"
"20060511","-1.35","47.0606540"
"20060512","-1.26","46.4672400"
"20060515","0.05","46.4900070"
"20060516","-0.13","46.4275230"
"20060517","-1.63","45.6712290"
"20060518","-0.70","45.3527860"
"20060519","0.41","45.5367110"
"20060522","-0.54","45.2923320"
"20060523","-0.42","45.1031890"
"20060524","0.05","45.1260390"
"20060525","1.27","45.6972560"
"20060526","0.62","45.9802810"
"20060530","-1.61","45.2416190"
"20060531","0.95","45.6718270"
"20060601","1.30","46.2670200"
"20060602","0.21","46.3636560"
"20060605","-1.87","45.4970430"
"20060606","-0.28","45.3702320"
"20060607","-0.59","45.1047450"
"20060608","0.01","45.1100110"
"20060609","-0.39","44.9318670"
"20060612","-1.49","44.2629620"
"20060613","-1.13","43.7610430"
"20060614","0.48","43.9691620"
"20060615","2.36","45.0055190"
"20060616","-0.40","44.8251530"
"20060619","-0.99","44.3830260"
"20060620","-0.09","44.3436480"
"20060621","1.15","44.8535850"
"20060622","-0.48","44.6400790"
"20060623","0.08","44.6750280"
"20060626","0.54","44.9147550"
"20060627","-0.96","44.4815120"
"20060628","0.49","44.7009620"
"20060629","2.33","45.7432910"
"20060630","0.03","45.7562340"
"20060703","0.76","46.1017090"
"20060705","-0.83","45.7173230"
"20060706","0.22","45.8192540"
"20060707","-0.79","45.4572180"
"20060710","0.08","45.4949450"
"20060711","0.41","45.6821380"
"20060712","-1.12","45.1710870"
"20060713","-1.42","44.5313230"
"20060714","-0.59","44.2704180"
"20060717","-0.23","44.1679720"
"20060718","0.18","44.2488060"
"20060719","1.98","45.1249680"
"20060720","-1.13","44.6160040"
"20060721","-0.90","44.2129420"
"20060724","1.78","45.0004620"
"20060725","0.73","45.3283330"
"20060726","-0.10","45.2818520"
"20060727","-0.55","45.0313520"
"20060728","1.31","45.6199900"
"20060731","-0.07","45.5894290"
"20060801","-0.58","45.3244440"
"20060802","0.63","45.6102260"
"20060803","0.28","45.7381480"
"20060804","-0.11","45.6868670"
"20060807","-0.34","45.5300570"
"20060808","-0.44","45.3301130"
"20060809","-0.51","45.0998130"
"20060810","0.49","45.3205350"
"20060811","-0.47","45.1057960"
"20060814","0.13","45.1663220"
"20060815","1.47","45.8287790"
"20060816","0.93","46.2562950"
"20060817","0.17","46.3326550"
"20060818","0.32","46.4808420"
"20060821","-0.42","46.2841220"
"20060822","0.10","46.3313900"
"20060823","-0.56","46.0736150"
"20060824","0.17","46.1540030"
"20060825","-0.05","46.1329760"
"20060828","0.58","46.4003030"
"20060829","0.33","46.5542890"
"20060830","0.16","46.6289540"
"20060831","0.07","46.6609760"
"20060901","0.51","46.8969080"
"20060905","0.26","47.0201040"
"20060906","-1.12","46.4925390"
"20060907","-0.48","46.2678100"
"20060908","0.34","46.4228200"
"20060911","-0.03","46.4085750"
"20060912","1.20","46.9640340"
"20060913","0.49","47.1949330"
"20060914","-0.17","47.1125450"
"20060915","0.25","47.2306220"
"20060918","0.07","47.2640620"
"20060919","-0.27","47.1384070"
"20060920","0.55","47.3984870"
"20060921","-0.54","47.1430990"
"20060922","-0.37","46.9700580"
"20060925","0.86","47.3733250"
"20060926","0.73","47.7172770"
"20060927","0.14","47.7843200"
"20060928","0.17","47.8656190"
"20060929","-0.29","47.7289930"
"20061002","-0.42","47.5277120"
"20061003","0.13","47.5872720"
"20061004","1.29","48.1995740"
"20061005","0.47","48.4263900"
"20061006","-0.30","48.2824950"
"20061009","0.21","48.3847680"
"20061010","0.25","48.5044510"
"20061011","-0.30","48.3571590"
"20061012","1.07","48.8726640"
"20061013","0.28","49.0117000"
"20061016","0.38","49.1956870"
"20061017","-0.41","48.9917240"
"20061018","0.09","49.0350600"
"20061019","0.15","49.1085140"
"20061020","-0.03","49.0944000"
"20061023","0.58","49.3791370"
"20061024","0.03","49.3953380"
"20061025","0.38","49.5841380"
"20061026","0.65","49.9056140"
"20061027","-0.87","49.4714770"
"20061030","0.10","49.5233150"
"20061031","-0.04","49.5048650"
"20061101","-0.85","49.0823110"
"20061102","-0.06","49.0538020"
"20061103","-0.10","49.0044770"
"20061106","1.17","49.5784960"
"20061107","0.21","49.6806200"
"20061108","0.33","49.8434920"
"20061109","-0.53","49.5775880"
"20061110","0.28","49.7163090"
"20061113","0.29","49.8602850"
"20061114","0.76","50.2384310"
"20061115","0.38","50.4274710"
"20061116","0.17","50.5118700"
"20061117","0.05","50.5378390"
"20061120","0.05","50.5610710"
"20061121","0.23","50.6798210"
"20061122","0.28","50.8209240"
"20061124","-0.26","50.6878970"
"20061127","-1.54","49.9086510"
"20061128","0.32","50.0685930"
"20061129","0.99","50.5663070"
"20061130","0.16","50.6457300"
"20061201","-0.28","50.5063390"
"20061204","1.00","51.0098570"
"20061205","0.38","51.2061350"
"20061206","-0.08","51.1658250"
"20061207","-0.40","50.9601170"
"20061208","0.16","51.0394690"
"20061211","0.18","51.1329360"
"20061212","-0.18","51.0420230"
"20061213","0.11","51.0979320"
"20061214","0.80","51.5057730"
"20061215","0.07","51.5398800"
"20061218","-0.47","51.2974080"
"20061219","0.16","51.3800140"
"20061220","-0.07","51.3418780"
"20061221","-0.37","51.1509540"
"20061222","-0.46","50.9159460"
"20061226","0.45","51.1440710"
"20061227","0.77","51.5394100"
"20061228","-0.15","51.4630670"
"20061229","-0.47","51.2219260"
"20070103","-0.06","51.1910880"
"20070104","0.16","51.2745480"
"20070105","-0.74","50.8971020"
"20070108","0.25","51.0251300"
"20070109","0.05","51.0523050"
"20070110","0.28","51.1936440"
"20070111","0.76","51.5815010"
"20070112","0.53","51.8543740"
"20070116","0.05","51.8777850"
"20070117","-0.10","51.8267180"
"20070118","-0.46","51.5891900"
"20070119","0.38","51.7871080"
"20070122","-0.53","51.5145840"
"20070123","0.43","51.7369050"
"20070124","0.88","52.1921180"
"20070125","-1.10","51.6202860"
"20070126","-0.03","51.6067880"
"20070129","0.04","51.6298020"
"20070130","0.55","51.9160310"
"20070131","0.66","52.2566860"
"20070201","0.60","52.5676220"
"20070202","0.19","52.6659540"
"20070205","-0.10","52.6115410"
"20070206","0.14","52.6871080"
"20070207","0.27","52.8292570"
"20070208","-0.10","52.7790490"
"20070209","-0.75","52.3808700"
"20070212","-0.36","52.1936050"
"20070213","0.77","52.5943850"
"20070214","0.71","52.9671710"
"20070215","0.14","53.0411560"
"20070216","0.01","53.0488870"
"20070220","0.43","53.2755760"
"20070221","-0.06","53.2410400"
"20070222","-0.03","53.2240720"
"20070223","-0.32","53.0523980"
"20070226","-0.17","52.9634280"
"20070227","-3.39","51.1656190"
"20070228","0.50","51.4236350"
"20070301","-0.25","51.2965340"
"20070302","-1.23","50.6631570"
"20070305","-1.16","50.0756050"
"20070306","1.65","50.9021310"
"20070307","-0.20","50.7981760"
"20070308","0.72","51.1648640"
"20070309","0.13","51.2337950"
"20070312","0.31","51.3937780"
"20070313","-2.02","50.3575200"
"20070314","0.58","50.6508310"
"20070315","0.47","50.8895940"
"20070316","-0.41","50.6832200"
"20070319","1.10","51.2413170"
"20070320","0.66","51.5787740"
"20070321","1.64","52.4265100"
"20070322","0.02","52.4392210"
"20070323","0.11","52.4972710"
"20070326","0.05","52.5234120"
"20070327","-0.61","52.2034690"
"20070328","-0.71","51.8352170"
"20070329","0.31","51.9959620"
"20070330","-0.03","51.9821220"
"20070402","0.27","52.1231700"
"20070403","0.94","52.6113410"
"20070404","0.10","52.6629020"
"20070405","0.33","52.8378600"
"20070409","0.05","52.8657400"
"20070410","0.26","53.0017680"
"20070411","-0.62","52.6731590"
"20070412","0.62","52.9971970"
"20070413","0.37","53.1926470"
"20070416","1.05","53.7533330"
"20070417","0.13","53.8229150"
"20070418","-0.01","53.8166090"
"20070419","-0.22","53.6979200"
"20070420","0.90","54.1829950"
"20070423","-0.17","54.0896840"
"20070424","-0.08","54.0486080"
"20070425","0.93","54.5507310"
"20070426","0.00","54.5487470"
"20070427","-0.10","54.4956840"
"20070430","-0.93","53.9891210"
"20070501","0.21","54.1030850"
"20070502","0.80","54.5362650"
"20070503","0.40","54.7543820"
"20070504","0.24","54.8835150"
"20070507","0.19","54.9882260"
"20070508","-0.12","54.9216690"
"20070509","0.39","55.1374790"
"20070510","-1.38","54.3738920"
"20070511","0.99","54.9147550"
"20070514","-0.28","54.7612480"
"20070515","-0.27","54.6118290"
"20070516","0.79","55.0435960"
"20070517","-0.10","54.9859200"
"20070518","0.65","55.3408130"
"20070521","0.33","55.5249610"
"20070522","0.11","55.5861750"
"20070523","-0.16","55.4983520"
"20070524","-1.08","54.9013720"
"20070525","0.58","55.2184020"
"20070529","0.31","55.3918250"
"20070530","0.85","55.8631040"
"20070531","0.14","55.9399950"
"20070601","0.46","56.1957540"
"20070604","0.24","56.3293710"
"20070605","-0.54","56.0243430"
"20070606","-0.89","55.5247590"
"20070607","-1.77","54.5391960"
"20070608","1.08","55.1291750"
"20070611","0.09","55.1771030"
"20070612","-1.05","54.5973310"
"20070613","1.43","55.3770920"
"20070614","0.50","55.6537630"
"20070615","0.71","56.0479060"
"20070618","-0.11","55.9851400"
